ID	category	collection_year_factor	country	state	crop	inferred_sex	CYP337b3	filter1	ARM_anc	AH	material	DNA_extraction_concentration	library_concentration	number_bases_passing_Q20	percent_mapped	chr24_inversion_genotype	chr26_inversion_genotype	chr21_inversion_genotype	filter1
CAM047908	Brazilian_helicoverpa	2021	Brazil	Mato Grosso do Sul	forage turnip	male	NA	Yes	0.987487299	0.020824057	dna.extraction	26.8	0.247	NA	93.58	ARM2/ARM2	ARM1/ARM2	ARM1/ARM1	Y
CAM047911	Brazilian_helicoverpa	2021	Brazil	Mato Grosso do Sul	forage turnip	male	NA	No	0.977823564	0.028528236	dna.extraction	12.7	0.435	NA	93	NA	NA	NA	N
CAM047912	Brazilian_helicoverpa	2021	Brazil	Mato Grosso do Sul	forage turnip	female	NA	No	0.979664613	0.034126639	dna.extraction	8.77	0.241	NA	85.52	NA	NA	NA	N
CAM047913	Brazilian_helicoverpa	2021	Brazil	Mato Grosso do Sul	forage turnip	female	NA	Yes	0.977470414	0.036558185	dna.extraction	13.9	0.208	NA	45.78	ARM2/ARM2	ARM1/ARM2	ARM1/ARM2	Y
CAM047917	Brazilian_helicoverpa	2021	Brazil	Goias	forage turnip	male	NA	No	0.983642274	0.027099766	dna.extraction	12.1	0.444	NA	94.46	NA	NA	NA	N
CAM047919	Brazilian_helicoverpa	2021	Brazil	Goias	forage turnip	male	NA	Yes	0.981168873	0.032546838	dna.extraction	15	0.372	NA	92.81	ARM2/ARM2	ARM1/ARM2	ARM1/ARM2	Y
CAM047921	Brazilian_helicoverpa	2021	Brazil	Goias	forage turnip	female	NA	No	0.986212114	0.022548685	dna.extraction	13.6	0.178	NA	37.13	NA	NA	NA	N
CAM047923	Brazilian_helicoverpa	2021	Brazil	Goias	forage turnip	female	NA	No	0.986283912	0.022107256	dna.extraction	12.4	0.198	NA	91.91	NA	NA	NA	N
CAM047924	Brazilian_helicoverpa	2021	Brazil	Goias	forage turnip	male	NA	No	0.982456396	0.027691233	dna.extraction	5.85	0.307	NA	67.97	NA	NA	NA	N
CAM047927	Brazilian_helicoverpa	2021	Brazil	Goias	forage turnip	female	NA	Yes	0.983179798	0.028698385	dna.extraction	19.3	0.206	NA	92.36	ARM2/ARM2	ARM2/ARM2	ARM1/ARM2	Y
CAM047928	Brazilian_helicoverpa	2021	Brazil	Goias	forage turnip	male	NA	Yes	0.983197864	0.029238155	dna.extraction	23.2	0.399	NA	86.79	ARM2/ARM2	ARM2/ARM2	ARM1/ARM2	Y
CAM047929	Brazilian_helicoverpa	2021	Brazil	Goias	forage turnip	female	NA	Yes	0.986105842	0.023657478	dna.extraction	14.9	0.273	NA	91.17	ARM2/ARM2	ARM1/ARM2	ARM1/ARM1	Y
CAM047931	Brazilian_helicoverpa	2021	Brazil	Mato Grosso do Sul	forage turnip	male	NA	Yes	0.033323421	0.02297812	dna.extraction	45	0.214	NA	92.14	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047933	Brazilian_helicoverpa	2022	Brazil	Bahia	maize	male	NA	No	0.023004124	0.026161022	dna.extraction	12.5	0.405	NA	93.9	NA	NA	NA	N
CAM047934	Brazilian_helicoverpa	2022	Brazil	Bahia	maize	male	NA	Yes	0.030081818	0.030504477	dna.extraction	30.3	0.728	NA	87.94	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047935	Brazilian_helicoverpa	2022	Brazil	Bahia	maize	female	NA	Yes	0.032225768	0.020035678	dna.extraction	25.8	0.256	NA	90.82	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047936	Brazilian_helicoverpa	2022	Brazil	Bahia	maize	male	NA	Yes	0.025205866	0.0210632	dna.extraction	31.1	0.379	NA	91.57	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047938	Brazilian_helicoverpa	2022	Brazil	Bahia	maize	female	NA	Yes	0.031131528	0.028554834	dna.extraction	56	0.254	NA	88.3	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047939	Brazilian_helicoverpa	2022	Brazil	Bahia	maize	male	NA	Yes	0.01976193	0.02901085	dna.extraction	27.7	0.496	NA	88.79	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047940	Brazilian_helicoverpa	2022	Brazil	Bahia	maize	female	NA	Yes	0.036445613	0.048009685	dna.extraction	21.4	0.545	NA	91.14	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047942	Brazilian_helicoverpa	2022	Brazil	Bahia	maize	male	NA	Yes	0.029902531	0.026326184	dna.extraction	18.4	0.351	NA	84.65	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047943	Brazilian_helicoverpa	2022	Brazil	Bahia	maize	male	NA	Yes	0.031440457	0.01345759	dna.extraction	31.8	0.534	NA	88.89	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047944	Brazilian_helicoverpa	2022	Brazil	Bahia	maize	male	NA	Yes	0.028666192	0.015477962	dna.extraction	31.7	0.6	NA	85.93	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047945	Brazilian_helicoverpa	2022	Brazil	Bahia	maize	female	NA	Yes	0.04036625	0.03625774	dna.extraction	19.3	0.766	NA	84.38	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047946	Brazilian_helicoverpa	2022	Brazil	Bahia	maize	male	NA	Yes	0.023211095	0.034215724	dna.extraction	31.4	0.81	NA	89.04	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047947	Brazilian_helicoverpa	2022	Brazil	Bahia	maize	female	NA	Yes	0.032495241	0.02067247	dna.extraction	35.1	0.814	NA	86.3	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047967	Brazilian_helicoverpa	2022	Brazil	Minas Gerais	maize	male	NA	Yes	0.033883703	0.028419351	dna.extraction	6.92	0.409	NA	93.39	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047968	Brazilian_helicoverpa	2022	Brazil	Minas Gerais	maize	female	NA	Yes	0.031596551	0.02697093	dna.extraction	29.6	0.592	NA	91.08	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047969	Brazilian_helicoverpa	2022	Brazil	Minas Gerais	maize	female	NA	Yes	0.025609008	0.038244196	dna.extraction	6.76	0.782	NA	90.66	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047970	Brazilian_helicoverpa	2022	Brazil	Minas Gerais	maize	female	NA	Yes	0.041420277	0.041832712	dna.extraction	7.24	0.585	NA	90.77	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047971	Brazilian_helicoverpa	2022	Brazil	Minas Gerais	maize	female	NA	Yes	0.021876337	0.034321959	dna.extraction	6.84	0.54	NA	90.42	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047972	Brazilian_helicoverpa	2022	Brazil	Minas Gerais	maize	female	NA	Yes	0.015856024	0.025013514	dna.extraction	19.6	0.602	NA	90.42	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047973	Brazilian_helicoverpa	2022	Brazil	Minas Gerais	maize	female	NA	Yes	0.02750505	0.027488848	dna.extraction	19.4	0.677	NA	90.75	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047974	Brazilian_helicoverpa	2022	Brazil	Minas Gerais	maize	female	NA	Yes	0.031252617	0.032403919	dna.extraction	25.6	0.667	NA	87.78	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047975	Brazilian_helicoverpa	2022	Brazil	Minas Gerais	maize	male	NA	Yes	0.033619441	0.019237165	dna.extraction	11.4	0.143	NA	93.23	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047976	Brazilian_helicoverpa	2022	Brazil	Minas Gerais	maize	female	NA	Yes	0.03362705	0.016906034	dna.extraction	11.6	0.475	NA	91.34	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047977	Brazilian_helicoverpa	2022	Brazil	Minas Gerais	maize	female	NA	Yes	0.022521304	0.033971844	dna.extraction	13.9	0.616	NA	87.06	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047978	Brazilian_helicoverpa	2022	Brazil	Minas Gerais	maize	female	NA	Yes	0.023314639	0.01959169	dna.extraction	12.9	0.525	NA	90.77	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047979	Brazilian_helicoverpa	2022	Brazil	Minas Gerais	maize	female	NA	Yes	0.036751281	0.054057324	dna.extraction	27.2	0.583	NA	86.44	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047980	Brazilian_helicoverpa	2022	Brazil	Minas Gerais	maize	male	NA	Yes	0.035520751	0.032205481	dna.extraction	25.5	0.431	NA	91	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047981	Brazilian_helicoverpa	2022	Brazil	Minas Gerais	maize	female	NA	Yes	0.029813891	0.031971304	dna.extraction	39.9	0.744	NA	88.03	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047983	Brazilian_helicoverpa	2022	Brazil	Sao paulo	maize	male	NA	Yes	0.036914786	0.023992682	dna.extraction	4.19	0.586	NA	92.88	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047984	Brazilian_helicoverpa	2022	Brazil	Sao paulo	maize	male	NA	Yes	0.028186475	0.027320998	dna.extraction	7.33	0.385	NA	93.78	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047985	Brazilian_helicoverpa	2022	Brazil	Sao paulo	maize	male	NA	Yes	0.023325655	0.028444846	dna.extraction	37.8	0.739	NA	91.61	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047986	Brazilian_helicoverpa	2022	Brazil	Sao paulo	maize	male	NA	Yes	0.056620807	0.030271674	dna.extraction	32.4	0.914	NA	88.63	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047987	Brazilian_helicoverpa	2022	Brazil	Sao paulo	maize	female	NA	Yes	0.027208	0.027836231	dna.extraction	19.3	0.527	NA	86.49	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047988	Brazilian_helicoverpa	2022	Brazil	Sao paulo	maize	male	NA	Yes	0.029113938	0.042272275	dna.extraction	12.7	0.686	NA	87.41	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047989	Brazilian_helicoverpa	2022	Brazil	Sao paulo	maize	male	NA	Yes	0.022135207	0.031440746	dna.extraction	26.7	0.502	NA	91.94	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047990	Brazilian_helicoverpa	2022	Brazil	Sao paulo	maize	female	NA	Yes	0.025710357	0.018229382	dna.extraction	27.9	0.529	NA	87.18	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047991	Brazilian_helicoverpa	2022	Brazil	Sao paulo	maize	male	NA	Yes	0.029440034	0.027964358	dna.extraction	17.6	0.484	NA	92.59	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047992	Brazilian_helicoverpa	2022	Brazil	Sao paulo	maize	female	NA	Yes	0.036492113	0.020852636	dna.extraction	18.5	0.439	NA	89.83	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047993	Brazilian_helicoverpa	2022	Brazil	Sao paulo	maize	female	NA	Yes	0.032983717	0.015182245	dna.extraction	23.3	0.621	NA	90.24	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047994	Brazilian_helicoverpa	2022	Brazil	Sao paulo	maize	male	NA	Yes	0.039824738	0.020096499	dna.extraction	40.1	0.656	NA	82.94	ZEA_ARM_recombinant	ZEA_ARM_recombinant	ZEA_ARM_recombinant	Y
CAM047996	Brazilian_helicoverpa	2022	Brazil	Sao paulo	maize	female	NA	Yes	0.025457305	0.028853988	dna.extraction	28.5	0.452	NA	90.18	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM047998	Brazilian_helicoverpa	2021	Brazil	Goias	soybean	cant.be.det	NA	No	0.042558209	0.023283436	dna.extraction	107	0.132	NA	91.06	NA	NA	NA	N
CAM048000	Brazilian_helicoverpa	2021	Brazil	Goias	soybean	male	NA	No	0.038771785	0.019974952	dna.extraction	51.2	0.241	NA	92.75	NA	NA	NA	N
CAM048001	Brazilian_helicoverpa	2021	Brazil	Goias	soybean	female	NA	No	0.024973666	0.035676665	dna.extraction	42.6	0.138	NA	90.61	NA	NA	NA	N
CAM048002	Brazilian_helicoverpa	2021	Brazil	Goias	soybean	male	NA	No	0.034275313	0.027950885	dna.extraction	97.5	0.139	NA	91.6	NA	NA	NA	N
CAM048005	Brazilian_helicoverpa	2021	Brazil	Goias	soybean	male	NA	Yes	0.012315852	0.021507793	dna.extraction	178	0.36	NA	90.97	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM048006	Brazilian_helicoverpa	2021	Brazil	Goias	soybean	male	NA	Yes	0.034942592	0.030120977	dna.extraction	84.9	0.39	NA	91.28	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM048007	Brazilian_helicoverpa	2021	Brazil	Goias	soybean	male	NA	No	0.036800564	0.0273247	dna.extraction	52	0.135	NA	91.91	NA	NA	NA	N
CAM048011	Brazilian_helicoverpa	2021	Brazil	Goias	soybean	male	NA	Yes	0.022094167	0.024916721	dna.extraction	172	0.348	NA	90.87	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM048012	Brazilian_helicoverpa	2021	Brazil	Goias	soybean	female	NA	Yes	0.023371557	0.030579189	dna.extraction	55	0.453	NA	89.57	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM048013	Brazilian_helicoverpa	2021	Brazil	Goias	soybean	cant.be.det	NA	Yes	0.039068666	0.031408461	dna.extraction	131	0.253	NA	91.34	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM048014	Brazilian_helicoverpa	2021	Brazil	Goias	soybean	cant.be.det	NA	Yes	0.031732093	0.029574701	dna.extraction	52	0.314	NA	90.96	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM048015	Brazilian_helicoverpa	2021	Brazil	Goias	soybean	cant.be.det	NA	Yes	0.03015137	0.02793321	dna.extraction	87.1	0.46	NA	91.72	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM048016	Brazilian_helicoverpa	2021	Brazil	Goias	soybean	female	NA	No	0.035007642	0.029545805	dna.extraction	146	0.526	NA	93.16	NA	NA	NA	N
CAM048017	Brazilian_helicoverpa	2021	Brazil	Goias	soybean	female	NA	Yes	0.032427434	0.032861054	dna.extraction	135	0.619	NA	91.28	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM048018	Brazilian_helicoverpa	2021	Brazil	Goias	soybean	cant.be.det	NA	Yes	0.025374119	0.030124328	dna.extraction	169	0.37	NA	91.02	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM048019	Brazilian_helicoverpa	2021	Brazil	Goias	soybean	male	NA	Yes	0.025846028	0.02562	dna.extraction	159	0.59	NA	91.19	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM048020	Brazilian_helicoverpa	2021	Brazil	Goias	soybean	cant.be.det	NA	Yes	0.029190076	0.036838004	dna.extraction	51	0.496	NA	91.52	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM048021	Brazilian_helicoverpa	2021	Brazil	Goias	soybean	female	NA	Yes	0.009516114	0.016863191	dna.extraction	116	0.568	NA	90.83	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM048022	Brazilian_helicoverpa	2021	Brazil	Goias	soybean	female	NA	Yes	0.023964973	0.036195602	dna.extraction	53	0.471	NA	90.93	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM048023	Brazilian_helicoverpa	2021	Brazil	Goias	soybean	male	NA	Yes	0.033992444	0.026605733	dna.extraction	84.5	0.337	NA	92.68	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
CAM048025	Brazilian_helicoverpa	2017	Brazil	Mato Grosso do Sul	cotton	female	NA	Yes	0.982856346	0.026633194	dna.extraction	7.58	0.302	NA	93.53	ARM2/ARM2	ARM1/ARM2	ARM1/ARM2	Y
CAM048027	Brazilian_helicoverpa	2017	Brazil	Mato Grosso do Sul	cotton	male	NA	Yes	0.983848389	0.026958237	dna.extraction	9.99	0.293	NA	86.64	ARM2/ARM2	ARM2/ARM2	ARM1/ARM2	Y
CAM048028	Brazilian_helicoverpa	2017	Brazil	Mato Grosso do Sul	cotton	male	NA	Yes	0.981479763	0.032648811	dna.extraction	6.43	0.491	NA	85.75	ARM2/ARM2	ARM1/ARM2	ARM1/ARM1	Y
CAM048029	Brazilian_helicoverpa	2017	Brazil	Mato Grosso do Sul	cotton	female	NA	Yes	0.989326492	0.016993203	dna.extraction	39.6	0.235	NA	81.82	ARM2/ARM2	ARM2/ARM2	ARM1/ARM2	Y
CAM048030	Brazilian_helicoverpa	2017	Brazil	Mato Grosso do Sul	cotton	cant.be.det	NA	No	0.975583413	0.036509791	dna.extraction	57	0.368	NA	35.37	NA	NA	NA	N
CAM47022	Brazilian_helicoverpa	2014	Brazil	Bahia	cotton	cant.be.det	NA	No	0.981834503	0.029670541	whole.adult	0.376	0.163	NA	93.85	NA	NA	NA	N
JBF4	Reference_armigera	2018	China	Xinjiang	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ARM1/ARM2	ARM1/ARM1	ARM2/ARM2	Y
JBF8	Reference_armigera	2018	China	Xinjiang	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ARM1/ARM1	ARM1/ARM1	ARM1/ARM2	Y
JNM10	Reference_armigera	NA	China	Xinjiang	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ARM1/ARM1	ARM1/ARM1	ARM1/ARM1	Y
KEL10	Reference_armigera	NA	China	Xinjiang	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ARM1/ARM1	ARM1/ARM1	ARM2/ARM2	Y
KEL11	Reference_armigera	2018	China	Xinjiang	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ARM1/ARM2	ARM1/ARM1	ARM1/ARM2	Y
KEL12	Reference_armigera	2018	China	Xinjiang	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ARM1/ARM1	ARM1/ARM1	ARM2/ARM2	Y
KEL13	Reference_armigera	2018	China	Xinjiang	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ARM1/ARM1	ARM1/ARM1	ARM1/ARM2	Y
KEL15	Reference_armigera	NA	China	Xinjiang	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ARM1/ARM1	ARM1/ARM1	ARM2/ARM2	Y
KEL17	Reference_armigera	2018	China	Xinjiang	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ARM1/ARM1	ARM1/ARM2	ARM2/ARM2	Y
KEL18	Reference_armigera	2018	China	Xinjiang	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ARM1/ARM1	ARM1/ARM1	ARM2/ARM2	Y
KEL19	Reference_armigera	2018	China	Xinjiang	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ARM1/ARM1	ARM1/ARM1	ARM2/ARM2	Y
KEL21	Reference_armigera	NA	China	Xinjiang	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ARM1/ARM1	ARM1/ARM1	ARM2/ARM2	Y
KEL23	Reference_armigera	NA	China	Xinjiang	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ARM1/ARM1	ARM1/ARM1	ARM1/ARM1	Y
KEL26	Reference_armigera	NA	China	Xinjiang	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ARM1/ARM1	ARM1/ARM1	ARM1/ARM2	Y
KEL2	Reference_armigera	NA	China	Xinjiang	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ARM1/ARM1	ARM1/ARM1	ARM2/ARM2	Y
KEL30	Reference_armigera	2018	China	Xinjiang	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ARM1/ARM1	ARM1/ARM1	ARM2/ARM2	Y
KEL3	Reference_armigera	NA	China	Xinjiang	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ARM1/ARM1	ARM1/ARM1	ARM2/ARM2	Y
KEL41	Reference_armigera	2019	China	Xinjiang	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ARM1/ARM1	ARM1/ARM1	ARM1/ARM2	Y
KEL4	Reference_armigera	2019	China	Xinjiang	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ARM1/ARM2	ARM1/ARM1	ARM2/ARM2	Y
KEL7	Reference_armigera	2018	China	Xinjiang	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ARM1/ARM1	ARM1/ARM1	ARM1/ARM2	Y
M0087	Punctigera	2013	Australia	NSW	cotton	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Y
M0236	Punctigera	2013	Australia	NSW	cotton	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Y
M0239	Punctigera	2013	Australia	NSW	cotton	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Y
M0244	Punctigera	2013	Australia	NSW	cotton	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Y
M0245	Punctigera	2013	Australia	NSW	cotton	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Y
M0263	Punctigera	2013	Australia	NSW	cotton	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Y
M0264	Punctigera	2013	Australia	NSW	cotton	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Y
SRR15350534	Reference_zea	2002	USA	Louisiana	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
SRR15350535	Reference_zea	2002	USA	Louisiana	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
SRR15350536	Reference_zea	2002	USA	Louisiana	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
SRR15350537	Reference_zea	2002	USA	Louisiana	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
SRR15350538	Reference_zea	2002	USA	Louisiana	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
SRR15350539	Reference_zea	2002	USA	Louisiana	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
SRR15350540	Reference_zea	2002	USA	Louisiana	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
SRR15350541	Reference_zea	2002	USA	Louisiana	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
SRR15350542	Reference_zea	2002	USA	Louisiana	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
SRR15350543	Reference_zea	2002	USA	Louisiana	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
SRR15350544	Reference_zea	2002	USA	Louisiana	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
SRR15350545	Reference_zea	2002	USA	Louisiana	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
SRR15350546	Reference_zea	2002	USA	Louisiana	NA	NA	NA	Yes	NA	NA	NA	NA	NA	NA	NA	ZEA/ZEA	ZEA/ZEA	ZEA/ZEA	Y
